,active,assists,attempted_field_goals,attempted_free_throws,attempted_three_point_field_goals,blocks,date,defensive_rebounds,game_score,location,made_field_goals,made_free_throws,made_three_point_field_goals,offensive_rebounds,opponent,outcome,personal_fouls,plus_minus,points_scored,seconds_played,steals,team,turnovers,player_id
0,True,0,11,2,4,0,2022-10-19,4,5.0,HOME,4,1,1,1,CLEVELAND CAVALIERS,WIN,1,-4,10,1076,0,TORONTO RAPTORS,0,achiupr01
1,True,0,6,3,1,0,2022-10-21,6,-2.2,AWAY,1,2,0,0,BROOKLYN NETS,LOSS,2,-8,4,1049,0,TORONTO RAPTORS,3,achiupr01
2,True,1,9,7,5,0,2022-10-22,8,17.1,AWAY,5,6,2,3,MIAMI HEAT,LOSS,1,16,18,2012,0,TORONTO RAPTORS,1,achiupr01
3,True,2,12,1,1,1,2022-10-24,18,12.7,AWAY,5,0,0,4,MIAMI HEAT,WIN,2,10,10,2023,0,TORONTO RAPTORS,0,achiupr01
4,True,4,7,0,3,0,2022-10-26,3,5.9,HOME,3,0,1,3,PHILADELPHIA 76ERS,WIN,3,14,7,1278,0,TORONTO RAPTORS,2,achiupr01
5,True,1,6,0,3,1,2022-10-28,1,-3.5,HOME,0,0,0,2,PHILADELPHIA 76ERS,LOSS,1,-10,0,897,0,TORONTO RAPTORS,2,achiupr01
6,True,1,3,6,1,0,2022-10-31,3,8.9,HOME,2,6,0,0,ATLANTA HAWKS,WIN,1,11,10,1065,0,TORONTO RAPTORS,1,achiupr01
7,True,1,9,4,3,1,2022-11-02,6,10.1,AWAY,4,4,0,0,SAN ANTONIO SPURS,WIN,1,6,12,1260,1,TORONTO RAPTORS,1,achiupr01
8,True,2,9,6,3,1,2022-11-04,5,13.6,AWAY,4,6,1,3,DALLAS MAVERICKS,LOSS,1,2,15,1596,0,TORONTO RAPTORS,2,achiupr01
9,True,2,6,2,2,1,2022-11-06,1,4.5,HOME,2,1,0,3,CHICAGO BULLS,WIN,3,-20,5,851,1,TORONTO RAPTORS,1,achiupr01
10,True,1,6,2,0,1,2022-11-07,3,10.0,AWAY,4,2,0,1,CHICAGO BULLS,LOSS,1,-16,10,832,0,TORONTO RAPTORS,0,achiupr01
11,True,1,8,0,2,1,2022-11-09,2,1.2,HOME,2,0,0,4,HOUSTON ROCKETS,WIN,2,-11,4,749,0,TORONTO RAPTORS,2,achiupr01
12,True,2,3,2,1,3,2023-01-02,0,4.6,AWAY,1,1,0,0,INDIANA PACERS,LOSS,2,-11,3,746,1,TORONTO RAPTORS,0,achiupr01
13,True,0,5,0,2,0,2023-01-04,1,-1.1,HOME,1,0,0,1,MILWAUKEE BUCKS,LOSS,0,-5,2,713,0,TORONTO RAPTORS,1,achiupr01
14,True,1,3,0,1,0,2023-01-06,1,1.3,HOME,1,0,0,0,NEW YORK KNICKS,LOSS,0,-7,2,274,0,TORONTO RAPTORS,0,achiupr01
15,True,0,6,0,2,1,2023-01-08,2,1.9,HOME,2,0,0,0,PORTLAND TRAIL BLAZERS,WIN,0,-4,4,640,0,TORONTO RAPTORS,0,achiupr01
16,True,0,9,0,5,1,2023-01-10,2,8.2,HOME,5,0,3,0,CHARLOTTE HORNETS,WIN,2,8,13,825,0,TORONTO RAPTORS,1,achiupr01
17,True,0,7,3,3,0,2023-01-12,1,9.5,HOME,4,1,1,1,CHARLOTTE HORNETS,WIN,1,-1,10,1059,5,TORONTO RAPTORS,2,achiupr01
18,True,1,9,5,1,0,2023-01-14,1,9.8,HOME,5,4,0,3,ATLANTA HAWKS,LOSS,4,-4,14,1654,1,TORONTO RAPTORS,2,achiupr01
19,True,0,6,4,2,0,2023-01-16,7,6.2,AWAY,2,4,0,1,NEW YORK KNICKS,WIN,3,-8,8,1223,0,TORONTO RAPTORS,0,achiupr01
20,True,0,10,2,3,1,2023-01-17,2,8.2,AWAY,4,1,2,5,MILWAUKEE BUCKS,LOSS,2,4,11,1562,0,TORONTO RAPTORS,1,achiupr01
21,True,1,8,4,1,2,2023-01-19,1,9.5,AWAY,5,0,1,3,MINNESOTA TIMBERWOLVES,LOSS,2,2,11,1248,0,TORONTO RAPTORS,0,achiupr01
22,True,3,15,2,3,2,2023-01-21,10,15.7,HOME,7,2,1,1,BOSTON CELTICS,LOSS,2,13,17,2238,2,TORONTO RAPTORS,2,achiupr01
23,True,1,4,10,0,0,2023-01-22,7,12.8,HOME,2,8,0,4,NEW YORK KNICKS,WIN,5,3,12,2130,2,TORONTO RAPTORS,2,achiupr01
24,True,0,12,0,3,0,2023-01-25,4,11.9,AWAY,9,0,1,1,SACRAMENTO KINGS,WIN,3,3,19,1693,0,TORONTO RAPTORS,3,achiupr01
25,True,2,12,3,2,0,2023-01-27,6,15.9,AWAY,8,1,0,5,GOLDEN STATE WARRIORS,LOSS,2,-8,17,2187,1,TORONTO RAPTORS,2,achiupr01
26,True,0,16,4,2,1,2023-01-28,10,24.8,AWAY,11,4,1,3,PORTLAND TRAIL BLAZERS,WIN,3,27,27,2005,2,TORONTO RAPTORS,2,achiupr01
27,True,1,9,2,1,1,2023-01-30,7,12.1,AWAY,5,1,0,5,PHOENIX SUNS,LOSS,3,-6,11,2043,1,TORONTO RAPTORS,1,achiupr01
28,True,1,8,4,0,1,2023-02-01,1,13.2,AWAY,6,1,0,5,UTAH JAZZ,LOSS,4,3,13,1525,1,TORONTO RAPTORS,0,achiupr01
29,True,2,7,9,2,1,2023-02-03,5,5.6,AWAY,2,5,0,3,HOUSTON ROCKETS,WIN,6,-7,9,1762,1,TORONTO RAPTORS,2,achiupr01
30,True,0,12,0,3,0,2023-02-05,6,9.7,AWAY,5,0,0,1,MEMPHIS GRIZZLIES,WIN,1,-11,10,1841,4,TORONTO RAPTORS,0,achiupr01
31,True,0,6,2,2,2,2023-02-08,6,9.3,HOME,4,1,1,1,SAN ANTONIO SPURS,WIN,4,-1,10,1685,1,TORONTO RAPTORS,1,achiupr01
32,True,4,11,0,4,0,2023-02-10,3,12.9,HOME,7,0,2,1,UTAH JAZZ,LOSS,4,-5,16,1857,0,TORONTO RAPTORS,1,achiupr01
33,True,1,10,6,2,0,2023-02-12,7,9.2,HOME,4,3,0,4,DETROIT PISTONS,WIN,2,5,11,1983,0,TORONTO RAPTORS,0,achiupr01
34,True,0,7,2,2,1,2023-02-14,10,9.7,HOME,4,2,1,3,ORLANDO MAGIC,WIN,2,11,11,2019,0,TORONTO RAPTORS,3,achiupr01
35,True,0,6,2,1,1,2023-02-23,6,2.7,HOME,2,2,0,0,NEW ORLEANS PELICANS,WIN,1,4,6,1194,0,TORONTO RAPTORS,2,achiupr01
36,True,3,8,7,0,0,2023-02-25,5,6.5,AWAY,3,4,0,1,DETROIT PISTONS,WIN,3,2,10,1293,0,TORONTO RAPTORS,1,achiupr01
37,True,0,6,0,1,0,2023-02-26,2,2.9,AWAY,3,0,1,1,CLEVELAND CAVALIERS,LOSS,1,-10,7,964,0,TORONTO RAPTORS,2,achiupr01
38,True,0,6,0,1,0,2023-02-28,0,2.3,HOME,2,0,0,3,CHICAGO BULLS,WIN,1,-14,4,733,0,TORONTO RAPTORS,0,achiupr01
39,True,0,2,0,0,1,2023-03-02,4,1.5,AWAY,1,0,0,0,WASHINGTON WIZARDS,LOSS,1,-15,2,764,0,TORONTO RAPTORS,1,achiupr01
40,True,0,6,0,1,0,2023-03-04,1,0.2,AWAY,2,0,0,1,WASHINGTON WIZARDS,WIN,1,17,4,1117,1,TORONTO RAPTORS,2,achiupr01
41,True,3,4,2,1,0,2023-03-06,6,11.9,AWAY,3,2,1,0,DENVER NUGGETS,LOSS,1,6,9,1166,1,TORONTO RAPTORS,0,achiupr01
42,True,0,2,0,1,0,2023-03-08,3,-2.7,AWAY,0,0,0,0,LOS ANGELES CLIPPERS,LOSS,3,3,0,715,0,TORONTO RAPTORS,1,achiupr01
43,True,0,5,2,1,0,2023-03-10,1,1.1,AWAY,2,1,0,1,LOS ANGELES LAKERS,LOSS,2,-10,5,498,0,TORONTO RAPTORS,1,achiupr01
44,True,1,3,4,1,0,2023-03-14,1,5.0,HOME,0,4,0,3,DENVER NUGGETS,WIN,0,-13,4,830,0,TORONTO RAPTORS,0,achiupr01
45,True,0,2,0,1,0,2023-03-18,1,-0.1,HOME,1,0,0,0,MINNESOTA TIMBERWOLVES,WIN,1,-4,2,181,0,TORONTO RAPTORS,1,achiupr01
46,True,3,3,2,1,1,2023-03-19,4,7.6,AWAY,2,1,0,1,MILWAUKEE BUCKS,LOSS,1,7,5,1184,0,TORONTO RAPTORS,0,achiupr01
47,True,0,2,2,1,0,2023-03-26,0,0.2,HOME,1,0,0,2,WASHINGTON WIZARDS,WIN,1,-10,2,343,0,TORONTO RAPTORS,1,achiupr01
48,True,2,10,0,5,1,2023-03-28,7,11.2,HOME,5,0,2,2,MIAMI HEAT,WIN,1,1,12,1470,1,TORONTO RAPTORS,2,achiupr01
49,True,0,5,0,2,1,2023-03-31,0,2.7,AWAY,2,0,0,1,PHILADELPHIA 76ERS,LOSS,0,0,4,428,0,TORONTO RAPTORS,0,achiupr01
50,True,0,7,0,1,0,2023-04-02,2,5.0,AWAY,4,0,0,1,CHARLOTTE HORNETS,WIN,0,6,8,752,0,TORONTO RAPTORS,1,achiupr01
51,True,1,8,2,4,0,2023-04-04,3,10.9,AWAY,4,2,2,1,CHARLOTTE HORNETS,WIN,1,9,12,895,1,TORONTO RAPTORS,0,achiupr01
52,True,0,11,1,2,1,2023-04-05,5,14.3,AWAY,7,1,1,4,BOSTON CELTICS,LOSS,2,-4,16,1185,0,TORONTO RAPTORS,1,achiupr01
53,True,0,10,3,3,0,2023-04-07,5,14.1,AWAY,6,3,1,2,BOSTON CELTICS,LOSS,3,-9,16,1412,1,TORONTO RAPTORS,0,achiupr01
54,True,1,11,0,5,0,2023-04-09,12,12.9,HOME,6,0,2,1,MILWAUKEE BUCKS,WIN,2,9,14,1705,2,TORONTO RAPTORS,2,achiupr01
55,True,3,2,4,0,1,2022-10-19,8,9.8,HOME,1,1,0,6,NEW YORK KNICKS,WIN,1,-1,3,1952,1,MEMPHIS GRIZZLIES,1,adamsst01
56,True,2,4,2,0,2,2022-10-21,7,7.9,AWAY,3,0,0,2,HOUSTON ROCKETS,WIN,5,23,6,1995,0,MEMPHIS GRIZZLIES,0,adamsst01
57,True,1,3,2,0,4,2022-10-22,3,2.2,AWAY,1,0,0,1,DALLAS MAVERICKS,LOSS,1,-30,2,1339,1,MEMPHIS GRIZZLIES,3,adamsst01
58,True,2,5,6,0,1,2022-10-24,9,13.3,HOME,3,3,0,4,BROOKLYN NETS,WIN,2,20,9,1876,1,MEMPHIS GRIZZLIES,0,adamsst01
59,True,4,9,3,0,0,2022-10-27,4,10.2,AWAY,6,0,0,7,SACRAMENTO KINGS,WIN,4,2,12,1433,0,MEMPHIS GRIZZLIES,4,adamsst01
60,True,1,2,0,0,1,2022-10-29,5,2.8,AWAY,1,0,0,5,UTAH JAZZ,LOSS,4,11,2,1153,1,MEMPHIS GRIZZLIES,4,adamsst01
61,True,1,4,1,0,1,2022-10-31,7,0.7000000000000001,AWAY,1,0,0,2,UTAH JAZZ,LOSS,1,-11,2,1111,1,MEMPHIS GRIZZLIES,4,adamsst01
62,True,5,9,3,0,2,2022-11-02,7,17.7,AWAY,6,2,0,4,PORTLAND TRAIL BLAZERS,WIN,2,-6,14,2017,0,MEMPHIS GRIZZLIES,1,adamsst01
63,True,4,10,2,0,2,2022-11-04,8,21.5,HOME,6,1,0,11,CHARLOTTE HORNETS,WIN,2,31,13,1304,2,MEMPHIS GRIZZLIES,2,adamsst01
64,True,1,2,0,0,0,2022-11-06,5,6.9,HOME,2,0,0,5,WASHINGTON WIZARDS,WIN,3,9,4,1331,0,MEMPHIS GRIZZLIES,1,adamsst01
65,True,2,4,2,0,1,2022-11-09,9,10.6,AWAY,3,1,0,10,SAN ANTONIO SPURS,WIN,3,5,7,2246,1,MEMPHIS GRIZZLIES,6,adamsst01
66,True,3,3,4,0,1,2022-11-11,4,6.0,HOME,1,1,0,5,MINNESOTA TIMBERWOLVES,WIN,4,6,3,1611,1,MEMPHIS GRIZZLIES,1,adamsst01
67,True,6,8,0,0,0,2022-11-13,4,14.4,AWAY,6,0,0,6,WASHINGTON WIZARDS,LOSS,5,4,12,1763,1,MEMPHIS GRIZZLIES,3,adamsst01
68,True,1,2,2,0,0,2022-11-15,3,0.0,AWAY,1,0,0,2,NEW ORLEANS PELICANS,LOSS,3,-2,2,769,0,MEMPHIS GRIZZLIES,2,adamsst01
69,True,0,3,4,0,0,2022-11-18,4,4.4,HOME,3,0,0,3,OKLAHOMA CITY THUNDER,WIN,1,15,6,1518,0,MEMPHIS GRIZZLIES,2,adamsst01
70,True,2,10,8,0,0,2022-11-20,6,11.2,AWAY,7,1,0,4,BROOKLYN NETS,LOSS,2,3,15,1718,3,MEMPHIS GRIZZLIES,5,adamsst01
71,True,0,5,4,0,1,2022-11-22,11,4.4,HOME,2,1,0,5,SACRAMENTO KINGS,LOSS,3,1,5,1811,0,MEMPHIS GRIZZLIES,3,adamsst01
72,True,1,10,2,0,0,2022-11-25,7,14.6,HOME,7,1,0,4,NEW ORLEANS PELICANS,WIN,1,26,15,1502,1,MEMPHIS GRIZZLIES,2,adamsst01
73,True,2,9,9,0,1,2022-11-27,3,17.6,AWAY,6,4,0,7,NEW YORK KNICKS,WIN,1,2,16,1880,0,MEMPHIS GRIZZLIES,0,adamsst01
74,True,2,8,2,1,1,2022-11-30,6,12.3,AWAY,3,2,0,6,MINNESOTA TIMBERWOLVES,LOSS,1,-3,8,1759,1,MEMPHIS GRIZZLIES,0,adamsst01
75,True,6,11,2,0,3,2022-12-02,6,16.0,HOME,4,1,0,10,PHILADELPHIA 76ERS,WIN,4,-1,9,2011,3,MEMPHIS GRIZZLIES,3,adamsst01
76,True,1,6,0,0,0,2022-12-05,3,5.9,HOME,4,0,0,1,MIAMI HEAT,WIN,2,-2,8,1671,0,MEMPHIS GRIZZLIES,1,adamsst01
77,True,2,4,1,0,2,2022-12-07,3,10.5,HOME,4,0,0,2,OKLAHOMA CITY THUNDER,WIN,0,10,8,1251,0,MEMPHIS GRIZZLIES,1,adamsst01
78,True,4,8,2,0,1,2022-12-09,5,11.3,HOME,5,0,0,3,DETROIT PISTONS,WIN,1,17,10,1380,1,MEMPHIS GRIZZLIES,2,adamsst01
79,True,1,8,2,0,5,2022-12-15,1,13.2,HOME,4,2,0,5,MILWAUKEE BUCKS,WIN,2,21,10,1238,1,MEMPHIS GRIZZLIES,1,adamsst01
80,True,2,5,5,0,2,2022-12-17,5,9.2,AWAY,3,3,0,2,OKLAHOMA CITY THUNDER,LOSS,6,7,9,1718,2,MEMPHIS GRIZZLIES,2,adamsst01
81,True,2,5,0,0,0,2022-12-20,6,5.5,AWAY,2,0,0,4,DENVER NUGGETS,LOSS,2,-8,4,1805,1,MEMPHIS GRIZZLIES,2,adamsst01
82,True,2,5,4,0,1,2022-12-23,4,11.3,AWAY,3,0,0,7,PHOENIX SUNS,WIN,0,16,6,1335,1,MEMPHIS GRIZZLIES,0,adamsst01
83,True,1,6,2,0,1,2022-12-25,7,10.2,AWAY,2,2,0,7,GOLDEN STATE WARRIORS,LOSS,2,2,6,1272,0,MEMPHIS GRIZZLIES,0,adamsst01
84,True,1,5,0,0,1,2022-12-27,6,7.6,HOME,3,0,0,3,PHOENIX SUNS,LOSS,1,-13,6,1518,0,MEMPHIS GRIZZLIES,1,adamsst01
85,True,3,11,2,0,0,2022-12-29,9,17.3,AWAY,7,0,0,8,TORONTO RAPTORS,WIN,1,17,14,1936,1,MEMPHIS GRIZZLIES,2,adamsst01
86,True,3,6,6,0,2,2022-12-31,16,18.4,HOME,4,2,0,5,NEW ORLEANS PELICANS,WIN,3,-1,10,1630,2,MEMPHIS GRIZZLIES,0,adamsst01
87,True,3,12,2,0,2,2023-01-01,10,15.2,HOME,5,1,0,13,SACRAMENTO KINGS,WIN,4,4,11,2069,1,MEMPHIS GRIZZLIES,4,adamsst01
88,True,2,7,7,0,2,2023-01-04,11,11.2,AWAY,3,3,0,4,CHARLOTTE HORNETS,WIN,1,24,9,1632,1,MEMPHIS GRIZZLIES,2,adamsst01
89,True,0,5,1,0,0,2023-01-05,5,0.1,AWAY,2,0,0,1,ORLANDO MAGIC,WIN,5,-5,4,1810,1,MEMPHIS GRIZZLIES,2,adamsst01
90,True,4,7,11,0,0,2023-01-09,11,14.8,HOME,5,3,0,4,SAN ANTONIO SPURS,WIN,0,11,13,1699,1,MEMPHIS GRIZZLIES,2,adamsst01
91,True,5,7,2,0,3,2023-01-11,11,20.7,HOME,5,1,0,7,SAN ANTONIO SPURS,WIN,2,14,11,1951,1,MEMPHIS GRIZZLIES,1,adamsst01
92,True,2,4,2,0,1,2023-01-14,6,10.6,AWAY,4,2,0,3,INDIANA PACERS,WIN,3,16,10,1329,0,MEMPHIS GRIZZLIES,3,adamsst01
93,True,2,5,0,0,0,2023-01-16,4,10.0,HOME,4,0,0,5,PHOENIX SUNS,WIN,3,17,8,1447,0,MEMPHIS GRIZZLIES,1,adamsst01
94,True,4,8,2,0,0,2023-01-18,5,16.0,HOME,6,1,0,5,CLEVELAND CAVALIERS,WIN,3,-8,13,1707,1,MEMPHIS GRIZZLIES,1,adamsst01
95,True,2,7,9,0,1,2023-01-20,9,20.1,AWAY,6,4,0,8,LOS ANGELES LAKERS,LOSS,2,-1,16,1547,0,MEMPHIS GRIZZLIES,1,adamsst01
96,True,2,9,7,0,0,2023-01-22,8,12.3,AWAY,3,4,0,8,PHOENIX SUNS,LOSS,2,1,10,1953,3,MEMPHIS GRIZZLIES,3,adamsst01
97,True,2,15,3,0,1,2022-10-19,8,1.7000000000000002,HOME,5,2,0,1,CHICAGO BULLS,LOSS,4,-15,12,2040,0,MIAMI HEAT,5,adebaba01
98,True,5,11,4,0,0,2022-10-21,5,16.6,HOME,8,3,0,3,BOSTON CELTICS,LOSS,4,20,19,2093,2,MIAMI HEAT,5,adebaba01
99,True,1,6,2,1,0,2022-10-22,7,6.0,HOME,4,2,0,0,TORONTO RAPTORS,WIN,3,5,10,2142,0,MIAMI HEAT,3,adebaba01
100,True,3,14,6,0,2,2022-10-24,6,11.5,HOME,4,6,0,4,TORONTO RAPTORS,LOSS,1,5,14,2261,1,MIAMI HEAT,3,adebaba01
101,True,3,11,7,1,0,2022-10-26,5,14.8,AWAY,6,6,0,3,PORTLAND TRAIL BLAZERS,WIN,3,17,18,1701,1,MIAMI HEAT,3,adebaba01
102,True,1,13,8,0,3,2022-10-27,4,25.1,AWAY,10,6,0,4,GOLDEN STATE WARRIORS,LOSS,2,-12,26,2264,4,MIAMI HEAT,5,adebaba01
103,True,4,16,6,0,2,2022-10-29,4,18.4,AWAY,9,5,0,2,SACRAMENTO KINGS,LOSS,6,6,23,2263,0,MIAMI HEAT,1,adebaba01
104,True,6,15,3,0,1,2022-11-01,6,18.5,HOME,8,3,0,1,GOLDEN STATE WARRIORS,WIN,4,0,19,2231,3,MIAMI HEAT,2,adebaba01
105,True,6,16,2,0,0,2022-11-02,9,14.7,HOME,9,2,0,2,SACRAMENTO KINGS,WIN,5,2,20,1926,0,MIAMI HEAT,4,adebaba01
106,True,4,14,4,1,0,2022-11-04,7,12.4,AWAY,7,4,0,3,INDIANA PACERS,LOSS,4,3,18,2032,1,MIAMI HEAT,5,adebaba01
107,True,3,14,1,0,1,2022-11-07,3,13.7,HOME,8,0,0,2,PORTLAND TRAIL BLAZERS,LOSS,1,2,16,2002,1,MIAMI HEAT,1,adebaba01
108,True,4,15,6,1,0,2022-11-10,12,12.7,HOME,6,6,0,2,CHARLOTTE HORNETS,WIN,5,9,18,2316,2,MIAMI HEAT,5,adebaba01
109,True,4,18,3,0,1,2022-11-12,14,18.2,HOME,11,2,0,1,CHARLOTTE HORNETS,WIN,4,19,24,1984,1,MIAMI HEAT,5,adebaba01
110,True,1,18,14,1,0,2022-11-14,4,23.5,HOME,9,12,0,6,PHOENIX SUNS,WIN,2,12,30,2174,1,MIAMI HEAT,3,adebaba01
111,True,3,14,7,0,1,2022-11-20,4,15.6,AWAY,7,7,0,2,CLEVELAND CAVALIERS,LOSS,2,-20,21,1618,0,MIAMI HEAT,3,adebaba01
112,True,5,18,6,2,2,2022-11-21,10,13.7,AWAY,7,3,0,4,MINNESOTA TIMBERWOLVES,LOSS,5,-11,17,2099,0,MIAMI HEAT,1,adebaba01
113,True,2,15,6,0,1,2022-11-23,7,11.5,HOME,5,5,0,4,WASHINGTON WIZARDS,WIN,4,6,15,2121,2,MIAMI HEAT,2,adebaba01
114,True,3,22,8,1,0,2022-11-25,9,33.9,HOME,15,8,0,3,WASHINGTON WIZARDS,WIN,4,1,38,2118,0,MIAMI HEAT,0,adebaba01
115,True,1,20,6,0,1,2022-11-27,7,23.6,AWAY,13,6,0,1,ATLANTA HAWKS,WIN,2,1,32,2022,0,MIAMI HEAT,3,adebaba01
116,True,5,19,2,1,0,2022-11-30,5,14.4,AWAY,10,2,1,1,BOSTON CELTICS,LOSS,5,-6,23,2301,2,MIAMI HEAT,5,adebaba01
117,True,3,18,9,0,1,2022-12-02,6,22.1,AWAY,10,8,0,1,BOSTON CELTICS,WIN,3,7,28,2307,1,MIAMI HEAT,2,adebaba01
118,True,4,13,5,0,0,2022-12-05,4,11.6,AWAY,5,5,0,1,MEMPHIS GRIZZLIES,LOSS,0,9,15,2324,0,MIAMI HEAT,1,adebaba01
119,True,2,16,6,0,1,2022-12-06,14,13.0,HOME,9,3,0,1,DETROIT PISTONS,LOSS,3,-12,21,2053,0,MIAMI HEAT,5,adebaba01
120,True,4,21,3,0,0,2022-12-08,6,28.3,HOME,14,3,0,4,LOS ANGELES CLIPPERS,WIN,0,13,31,2185,1,MIAMI HEAT,2,adebaba01
121,True,4,11,5,1,0,2022-12-10,7,10.2,HOME,5,2,0,2,SAN ANTONIO SPURS,LOSS,3,4,12,1940,0,MIAMI HEAT,0,adebaba01
122,True,3,18,7,0,1,2022-12-12,15,18.1,AWAY,8,6,0,2,INDIANA PACERS,WIN,2,1,22,2118,2,MIAMI HEAT,4,adebaba01
123,True,3,13,6,0,0,2022-12-14,11,8.9,AWAY,5,5,0,2,OKLAHOMA CITY THUNDER,WIN,6,-14,15,1986,2,MIAMI HEAT,5,adebaba01
124,True,3,18,0,0,0,2022-12-17,9,16.8,AWAY,11,0,0,4,SAN ANTONIO SPURS,WIN,4,29,22,2151,1,MIAMI HEAT,4,adebaba01
125,True,6,15,4,0,0,2022-12-20,9,26.5,HOME,12,3,0,3,CHICAGO BULLS,LOSS,1,-18,27,2201,0,MIAMI HEAT,3,adebaba01
126,True,3,19,2,0,0,2022-12-23,2,10.3,HOME,8,2,0,5,INDIANA PACERS,LOSS,2,1,18,2264,0,MIAMI HEAT,3,adebaba01
127,True,0,16,6,0,2,2022-12-28,9,20.6,HOME,10,3,0,5,LOS ANGELES LAKERS,WIN,4,24,23,2355,1,MIAMI HEAT,1,adebaba01
128,True,2,14,11,0,2,2022-12-30,3,19.5,AWAY,6,10,0,4,DENVER NUGGETS,LOSS,3,-4,22,1814,4,MIAMI HEAT,4,adebaba01
129,True,5,17,13,0,0,2022-12-31,3,28.2,AWAY,11,10,0,5,UTAH JAZZ,WIN,5,6,32,2165,1,MIAMI HEAT,2,adebaba01
130,True,1,19,8,0,1,2023-01-02,8,26.6,AWAY,12,7,0,5,LOS ANGELES CLIPPERS,WIN,2,11,31,2213,1,MIAMI HEAT,3,adebaba01
131,True,3,23,5,0,3,2023-01-04,7,28.4,AWAY,13,4,0,6,LOS ANGELES LAKERS,LOSS,2,2,30,2271,2,MIAMI HEAT,2,adebaba01
132,True,2,15,4,0,1,2023-01-06,10,19.7,AWAY,10,1,0,1,PHOENIX SUNS,WIN,1,17,21,2295,2,MIAMI HEAT,1,adebaba01
133,True,2,15,3,0,1,2023-01-08,4,6.0,HOME,5,0,0,4,BROOKLYN NETS,LOSS,1,-25,10,1695,0,MIAMI HEAT,0,adebaba01
134,True,1,19,2,0,1,2023-01-12,10,22.1,HOME,11,2,0,2,MILWAUKEE BUCKS,WIN,2,8,24,2049,2,MIAMI HEAT,0,adebaba01
135,True,2,19,4,0,2,2023-01-14,10,15.2,HOME,9,2,0,3,MILWAUKEE BUCKS,WIN,3,18,20,1858,0,MIAMI HEAT,1,adebaba01
136,True,5,19,2,0,3,2023-01-16,7,21.0,AWAY,9,2,0,6,ATLANTA HAWKS,LOSS,3,6,20,2170,3,MIAMI HEAT,3,adebaba01
137,True,1,15,6,0,1,2023-01-18,5,23.3,AWAY,11,4,0,3,NEW ORLEANS PELICANS,WIN,2,16,26,1834,2,MIAMI HEAT,2,adebaba01
138,True,4,14,6,0,0,2023-01-20,9,14.3,AWAY,7,4,0,2,DALLAS MAVERICKS,LOSS,2,-18,18,2089,0,MIAMI HEAT,2,adebaba01
139,True,2,12,4,0,0,2023-01-22,6,17.3,HOME,7,4,0,3,NEW ORLEANS PELICANS,WIN,1,-2,18,2075,2,MIAMI HEAT,2,adebaba01
140,True,1,22,8,0,1,2023-01-24,11,24.3,HOME,12,6,0,4,BOSTON CELTICS,WIN,2,3,30,2240,2,MIAMI HEAT,3,adebaba01
141,True,7,14,7,0,1,2023-01-27,6,17.0,HOME,7,6,0,0,ORLANDO MAGIC,WIN,5,4,20,2192,1,MIAMI HEAT,2,adebaba01
142,True,6,15,4,0,0,2023-01-29,2,15.7,AWAY,8,1,0,2,CHARLOTTE HORNETS,LOSS,0,5,17,2158,3,MIAMI HEAT,2,adebaba01
143,True,1,13,6,0,0,2023-01-31,7,15.3,AWAY,7,4,0,4,CLEVELAND CAVALIERS,WIN,3,-6,18,2233,0,MIAMI HEAT,0,adebaba01
144,True,3,16,11,0,1,2023-02-02,8,32.3,AWAY,11,10,0,1,NEW YORK KNICKS,LOSS,1,5,32,2257,2,MIAMI HEAT,0,adebaba01
145,True,8,15,2,0,0,2023-02-04,7,18.6,AWAY,7,2,0,4,MILWAUKEE BUCKS,LOSS,3,0,16,2144,2,MIAMI HEAT,1,adebaba01
146,True,3,16,14,0,0,2023-02-08,7,35.4,HOME,12,14,0,2,INDIANA PACERS,WIN,2,2,38,2214,1,MIAMI HEAT,2,adebaba01
147,True,3,11,7,0,1,2023-02-10,8,17.6,HOME,7,6,0,1,HOUSTON ROCKETS,WIN,5,21,20,2038,2,MIAMI HEAT,3,adebaba01
148,True,6,10,4,1,1,2023-02-11,16,15.2,AWAY,5,3,0,1,ORLANDO MAGIC,WIN,2,13,13,2603,2,MIAMI HEAT,4,adebaba01
149,True,2,14,7,0,1,2023-02-13,2,14.5,HOME,6,7,0,0,DENVER NUGGETS,LOSS,2,-6,19,2066,2,MIAMI HEAT,1,adebaba01
150,True,6,19,7,0,2,2023-02-15,11,21.0,AWAY,10,4,0,2,BROOKLYN NETS,LOSS,2,-17,24,2268,0,MIAMI HEAT,2,adebaba01
151,True,1,17,4,1,0,2023-02-24,6,10.3,AWAY,8,2,0,1,MILWAUKEE BUCKS,LOSS,1,-18,18,1502,1,MIAMI HEAT,2,adebaba01
152,True,4,14,3,0,0,2023-02-25,4,9.6,AWAY,6,2,0,2,CHARLOTTE HORNETS,LOSS,5,-15,14,1877,2,MIAMI HEAT,2,adebaba01
153,True,2,14,6,0,1,2023-02-27,5,4.2,AWAY,4,5,0,2,PHILADELPHIA 76ERS,WIN,3,-7,13,1934,1,MIAMI HEAT,5,adebaba01
154,True,2,13,4,0,0,2023-03-01,6,17.7,HOME,8,4,0,2,PHILADELPHIA 76ERS,LOSS,0,-17,20,1795,1,MIAMI HEAT,2,adebaba01
155,True,4,16,4,0,2,2023-03-03,4,12.4,HOME,7,4,0,0,NEW YORK KNICKS,LOSS,4,4,18,2310,1,MIAMI HEAT,2,adebaba01
