,active,assists,attempted_field_goals,attempted_free_throws,attempted_three_point_field_goals,blocks,date,defensive_rebounds,game_score,location,made_field_goals,made_free_throws,made_three_point_field_goals,offensive_rebounds,opponent,outcome,personal_fouls,plus_minus,points_scored,seconds_played,steals,team,turnovers,player_id
16344,True,0,3,0,2,2,2023-01-13,0,2.7,HOME,1,0,1,0,HOUSTON ROCKETS,WIN,0,4,3,652,0,SACRAMENTO KINGS,0,mitchda01
16345,True,0,8,1,5,0,2023-01-15,1,17.1,AWAY,7,1,4,0,SAN ANTONIO SPURS,WIN,1,20,19,1194,1,SACRAMENTO KINGS,0,mitchda01
16346,True,3,3,1,1,1,2023-01-18,0,2.3,AWAY,1,1,0,0,LOS ANGELES LAKERS,WIN,2,-19,3,619,0,SACRAMENTO KINGS,1,mitchda01
16347,True,0,4,0,2,0,2023-01-20,2,3.8,HOME,2,0,1,0,OKLAHOMA CITY THUNDER,WIN,2,6,5,685,1,SACRAMENTO KINGS,0,mitchda01
16348,True,1,4,0,3,0,2023-01-21,0,0.5,HOME,1,0,1,0,PHILADELPHIA 76ERS,LOSS,2,-7,3,712,0,SACRAMENTO KINGS,0,mitchda01
16349,True,1,4,1,2,0,2023-01-23,0,5.0,HOME,2,1,1,1,MEMPHIS GRIZZLIES,WIN,1,12,6,704,0,SACRAMENTO KINGS,0,mitchda01
16350,True,1,5,0,2,0,2023-01-25,1,0.30000000000000004,HOME,2,0,0,0,TORONTO RAPTORS,LOSS,0,12,4,1065,0,SACRAMENTO KINGS,2,mitchda01
16351,True,5,3,0,0,0,2023-01-28,3,8.1,AWAY,2,0,0,0,MINNESOTA TIMBERWOLVES,LOSS,0,0,4,1061,1,SACRAMENTO KINGS,0,mitchda01
16352,True,0,3,0,0,0,2023-01-30,2,-0.9,AWAY,1,0,0,0,MINNESOTA TIMBERWOLVES,WIN,2,5,2,719,0,SACRAMENTO KINGS,1,mitchda01
16353,True,1,2,0,1,0,2023-02-01,0,-0.7000000000000001,AWAY,0,0,0,0,SAN ANTONIO SPURS,WIN,0,-7,0,580,0,SACRAMENTO KINGS,0,mitchda01
16354,True,1,5,0,4,0,2023-02-03,1,-0.5,AWAY,1,0,1,0,INDIANA PACERS,LOSS,1,-19,3,1316,0,SACRAMENTO KINGS,1,mitchda01
16355,True,2,11,1,6,0,2023-02-05,1,6.3,AWAY,4,1,1,1,NEW ORLEANS PELICANS,LOSS,0,-28,10,1766,1,SACRAMENTO KINGS,1,mitchda01
16356,True,5,2,0,1,0,2023-02-06,0,7.0,AWAY,2,0,1,1,HOUSTON ROCKETS,WIN,4,1,5,1025,0,SACRAMENTO KINGS,0,mitchda01
16357,True,5,4,2,2,0,2023-02-08,0,10.5,AWAY,3,2,1,0,HOUSTON ROCKETS,WIN,1,5,9,724,1,SACRAMENTO KINGS,1,mitchda01
16358,True,2,2,0,2,0,2023-02-10,0,-1.0,HOME,0,0,0,0,DALLAS MAVERICKS,LOSS,0,-11,0,748,0,SACRAMENTO KINGS,1,mitchda01
16359,True,0,5,2,2,0,2023-02-11,0,0.9,HOME,1,2,0,0,DALLAS MAVERICKS,WIN,0,1,4,707,0,SACRAMENTO KINGS,0,mitchda01
16360,True,0,3,0,2,0,2023-02-14,1,-1.6,AWAY,0,0,0,0,PHOENIX SUNS,LOSS,2,-12,0,578,1,SACRAMENTO KINGS,0,mitchda01
16361,True,4,3,0,2,0,2023-02-23,1,3.9,HOME,1,0,1,1,PORTLAND TRAIL BLAZERS,WIN,3,11,3,1406,1,SACRAMENTO KINGS,1,mitchda01
16362,True,3,4,0,3,1,2023-02-24,1,9.7,AWAY,3,0,2,0,LOS ANGELES CLIPPERS,WIN,2,-5,8,839,1,SACRAMENTO KINGS,0,mitchda01
16363,True,2,3,0,1,0,2023-02-26,0,0.30000000000000004,AWAY,1,0,0,0,OKLAHOMA CITY THUNDER,WIN,1,-6,2,843,0,SACRAMENTO KINGS,1,mitchda01
16364,True,4,10,0,7,1,2023-02-28,1,13.0,AWAY,6,0,3,0,OKLAHOMA CITY THUNDER,WIN,3,17,15,1954,1,SACRAMENTO KINGS,1,mitchda01
16365,True,3,3,0,1,0,2023-03-03,1,4.3,HOME,2,0,0,0,LOS ANGELES CLIPPERS,WIN,2,12,4,870,0,SACRAMENTO KINGS,0,mitchda01
16366,True,1,1,0,0,0,2023-03-04,0,2.0,HOME,1,0,0,0,MINNESOTA TIMBERWOLVES,LOSS,1,-7,2,681,0,SACRAMENTO KINGS,0,mitchda01
16367,True,6,8,0,4,0,2023-03-06,1,15.9,HOME,6,0,3,0,NEW ORLEANS PELICANS,WIN,1,18,15,1932,1,SACRAMENTO KINGS,1,mitchda01
16368,True,1,5,2,2,0,2023-03-09,1,1.1,HOME,2,1,0,0,NEW YORK KNICKS,WIN,2,-3,5,1159,0,SACRAMENTO KINGS,1,mitchda01
16369,True,1,7,1,4,0,2023-03-11,1,10.1,AWAY,5,1,2,0,PHOENIX SUNS,WIN,0,4,13,940,0,SACRAMENTO KINGS,1,mitchda01
16370,True,1,3,0,2,0,2023-03-13,1,-2.5,HOME,0,0,0,0,MILWAUKEE BUCKS,LOSS,1,-13,0,686,0,SACRAMENTO KINGS,1,mitchda01
16371,True,3,3,0,2,0,2023-03-15,0,-2.0,AWAY,0,0,0,0,CHICAGO BULLS,WIN,0,-5,0,914,1,SACRAMENTO KINGS,3,mitchda01
16372,True,0,5,0,3,0,2023-03-16,1,-0.1,AWAY,1,0,0,1,BROOKLYN NETS,WIN,0,1,2,794,0,SACRAMENTO KINGS,0,mitchda01
16373,True,3,3,0,2,0,2023-03-18,2,7.6,AWAY,2,0,2,0,WASHINGTON WIZARDS,WIN,2,32,6,1125,1,SACRAMENTO KINGS,0,mitchda01
16374,True,2,3,0,1,0,2023-03-20,4,2.5,AWAY,1,0,0,0,UTAH JAZZ,LOSS,1,-7,2,845,0,SACRAMENTO KINGS,0,mitchda01
16375,True,1,8,0,5,0,2023-03-21,2,10.3,HOME,5,0,3,0,BOSTON CELTICS,LOSS,1,1,13,1151,0,SACRAMENTO KINGS,0,mitchda01
16376,True,6,4,0,3,0,2023-03-24,4,3.8,HOME,1,0,0,0,PHOENIX SUNS,WIN,3,5,2,1635,0,SACRAMENTO KINGS,0,mitchda01
16377,True,6,11,1,6,0,2023-03-25,0,12.3,HOME,5,1,0,0,UTAH JAZZ,WIN,3,7,11,1759,4,SACRAMENTO KINGS,0,mitchda01
16378,True,1,1,2,0,0,2023-03-27,0,4.0,HOME,1,2,0,0,MINNESOTA TIMBERWOLVES,LOSS,1,-4,4,775,0,SACRAMENTO KINGS,0,mitchda01
16379,True,2,3,0,1,2,2023-03-29,2,5.7,AWAY,1,0,0,0,PORTLAND TRAIL BLAZERS,WIN,0,12,2,975,3,SACRAMENTO KINGS,1,mitchda01
16380,True,5,3,0,1,0,2023-03-31,2,5.4,AWAY,2,0,0,0,PORTLAND TRAIL BLAZERS,WIN,1,0,4,1133,0,SACRAMENTO KINGS,1,mitchda01
16381,True,4,3,0,1,0,2023-04-02,0,5.5,HOME,2,0,0,0,SAN ANTONIO SPURS,LOSS,0,-9,4,929,0,SACRAMENTO KINGS,0,mitchda01
16382,True,2,5,0,3,0,2023-04-04,0,6.4,AWAY,3,0,2,1,NEW ORLEANS PELICANS,WIN,1,3,8,920,0,SACRAMENTO KINGS,1,mitchda01
16383,True,1,6,0,5,0,2023-04-05,0,3.5,AWAY,3,0,2,0,DALLAS MAVERICKS,LOSS,3,-8,8,957,0,SACRAMENTO KINGS,1,mitchda01
16384,True,5,13,0,6,0,2023-04-07,1,1.4,HOME,2,0,1,1,GOLDEN STATE WARRIORS,LOSS,2,-32,5,1661,3,SACRAMENTO KINGS,2,mitchda01
16385,True,9,21,6,8,0,2022-10-19,2,25.0,AWAY,12,5,2,0,TORONTO RAPTORS,LOSS,4,10,31,2071,2,CLEVELAND CAVALIERS,3,mitchdo01
16386,True,8,19,9,6,0,2022-10-22,6,27.6,AWAY,10,8,4,3,CHICAGO BULLS,WIN,3,19,32,2071,1,CLEVELAND CAVALIERS,4,mitchdo01
16387,True,4,29,9,12,1,2022-10-23,3,23.1,HOME,12,8,5,2,WASHINGTON WIZARDS,WIN,2,4,37,2674,3,CLEVELAND CAVALIERS,6,mitchdo01
16388,True,8,19,4,7,0,2022-10-26,2,9.7,HOME,5,3,1,2,ORLANDO MAGIC,WIN,3,9,14,2232,2,CLEVELAND CAVALIERS,1,mitchdo01
16389,True,3,25,6,9,0,2022-10-28,4,25.2,AWAY,15,6,5,0,BOSTON CELTICS,WIN,4,18,41,2742,1,CLEVELAND CAVALIERS,7,mitchdo01
16390,True,12,20,8,13,2,2022-10-30,3,34.1,HOME,12,6,8,0,NEW YORK KNICKS,WIN,4,18,38,2230,1,CLEVELAND CAVALIERS,4,mitchdo01
16391,True,6,27,0,9,2,2022-11-02,4,17.1,HOME,11,0,3,0,BOSTON CELTICS,WIN,3,-3,25,2635,1,CLEVELAND CAVALIERS,0,mitchdo01
16392,True,2,17,13,7,1,2022-11-06,4,26.3,AWAY,10,12,1,1,LOS ANGELES LAKERS,WIN,1,6,33,2228,1,CLEVELAND CAVALIERS,3,mitchdo01
16393,True,2,15,3,11,0,2022-11-07,1,19.8,AWAY,10,2,8,0,LOS ANGELES CLIPPERS,LOSS,5,-2,30,2316,0,CLEVELAND CAVALIERS,3,mitchdo01
16394,True,4,28,0,14,0,2022-11-09,2,27.1,AWAY,16,0,6,3,SACRAMENTO KINGS,LOSS,3,-8,38,2339,1,CLEVELAND CAVALIERS,3,mitchdo01
16395,True,9,20,6,10,1,2022-11-11,10,28.0,AWAY,10,6,3,0,GOLDEN STATE WARRIORS,LOSS,0,7,29,2236,2,CLEVELAND CAVALIERS,3,mitchdo01
16396,True,3,19,6,9,0,2022-11-16,2,14.8,AWAY,7,6,3,0,MILWAUKEE BUCKS,LOSS,1,-17,23,2066,2,CLEVELAND CAVALIERS,2,mitchdo01
16397,True,6,22,11,9,0,2022-11-18,3,22.6,HOME,11,10,2,1,CHARLOTTE HORNETS,WIN,2,10,34,2614,1,CLEVELAND CAVALIERS,6,mitchdo01
16398,True,5,12,2,7,0,2022-11-20,2,10.4,HOME,5,1,2,1,MIAMI HEAT,WIN,4,15,13,1607,2,CLEVELAND CAVALIERS,1,mitchdo01
16399,True,9,22,4,8,0,2022-11-21,4,24.3,HOME,11,3,4,0,ATLANTA HAWKS,WIN,2,14,29,2319,3,CLEVELAND CAVALIERS,3,mitchdo01
16400,True,1,18,7,10,0,2022-11-23,2,24.3,HOME,11,6,6,0,PORTLAND TRAIL BLAZERS,WIN,1,-5,34,1883,2,CLEVELAND CAVALIERS,4,mitchdo01
16401,True,1,24,2,11,0,2022-11-25,1,17.2,AWAY,11,2,5,2,MILWAUKEE BUCKS,LOSS,2,-20,29,1941,1,CLEVELAND CAVALIERS,2,mitchdo01
16402,True,1,23,13,8,0,2022-11-27,4,18.9,AWAY,9,12,2,1,DETROIT PISTONS,WIN,2,11,32,2319,1,CLEVELAND CAVALIERS,3,mitchdo01
16403,True,2,11,1,5,0,2022-11-28,1,2.8,AWAY,3,1,1,0,TORONTO RAPTORS,LOSS,1,-21,8,1528,0,CLEVELAND CAVALIERS,0,mitchdo01
16404,True,6,9,3,7,1,2022-11-30,3,19.5,HOME,5,3,5,0,PHILADELPHIA 76ERS,WIN,0,20,18,1556,2,CLEVELAND CAVALIERS,2,mitchdo01
16405,True,1,21,3,11,1,2022-12-02,1,20.9,HOME,12,3,7,1,ORLANDO MAGIC,WIN,4,7,34,2213,1,CLEVELAND CAVALIERS,5,mitchdo01
16406,True,5,22,6,11,1,2022-12-04,3,12.0,AWAY,8,5,2,1,NEW YORK KNICKS,LOSS,3,2,23,2381,0,CLEVELAND CAVALIERS,3,mitchdo01
16407,True,5,27,5,8,0,2022-12-06,4,38.6,HOME,17,5,4,2,LOS ANGELES LAKERS,WIN,1,21,43,2372,4,CLEVELAND CAVALIERS,2,mitchdo01
16408,True,1,24,2,7,0,2022-12-12,1,15.6,AWAY,12,2,2,4,SAN ANTONIO SPURS,LOSS,3,-9,28,2194,0,CLEVELAND CAVALIERS,3,mitchdo01
16409,True,4,20,2,9,0,2022-12-14,2,25.3,AWAY,13,2,6,1,DALLAS MAVERICKS,WIN,5,20,34,2258,1,CLEVELAND CAVALIERS,3,mitchdo01
16410,True,3,24,5,15,0,2022-12-16,1,30.4,HOME,14,5,8,0,INDIANA PACERS,WIN,2,7,41,2243,1,CLEVELAND CAVALIERS,2,mitchdo01
16411,True,3,21,8,9,0,2022-12-17,4,11.8,HOME,9,6,1,0,DALLAS MAVERICKS,WIN,4,-4,25,2534,1,CLEVELAND CAVALIERS,4,mitchdo01
16412,True,1,12,3,5,0,2022-12-19,2,16.5,HOME,8,3,4,0,UTAH JAZZ,WIN,4,8,23,1358,0,CLEVELAND CAVALIERS,1,mitchdo01
16413,True,6,21,16,9,0,2022-12-21,3,28.7,HOME,9,15,3,1,MILWAUKEE BUCKS,WIN,4,15,36,2204,2,CLEVELAND CAVALIERS,2,mitchdo01
16414,True,4,16,4,12,0,2022-12-23,5,5.1,HOME,4,1,3,0,TORONTO RAPTORS,LOSS,1,-12,12,2079,3,CLEVELAND CAVALIERS,3,mitchdo01
16415,True,5,16,2,9,1,2022-12-26,2,10.5,HOME,5,2,3,1,BROOKLYN NETS,LOSS,2,-13,15,2057,1,CLEVELAND CAVALIERS,1,mitchdo01
16416,True,6,25,4,11,0,2022-12-29,2,19.5,AWAY,10,3,5,2,INDIANA PACERS,LOSS,2,-14,28,2210,2,CLEVELAND CAVALIERS,2,mitchdo01
16417,True,6,16,6,6,0,2022-12-31,2,6.7,AWAY,5,5,0,1,CHICAGO BULLS,WIN,3,-9,15,2209,4,CLEVELAND CAVALIERS,7,mitchdo01
16418,True,11,34,25,15,1,2023-01-02,5,60.8,HOME,22,20,7,3,CHICAGO BULLS,WIN,3,19,71,2988,0,CLEVELAND CAVALIERS,4,mitchdo01
16419,True,9,20,5,12,0,2023-01-04,5,13.3,HOME,6,5,3,1,PHOENIX SUNS,WIN,4,9,20,2175,2,CLEVELAND CAVALIERS,4,mitchdo01
16420,True,2,12,6,7,1,2023-01-08,2,14.5,AWAY,7,6,2,0,PHOENIX SUNS,WIN,4,3,22,1786,1,CLEVELAND CAVALIERS,4,mitchdo01
16421,True,6,27,11,18,0,2023-01-10,4,41.8,AWAY,14,11,7,1,UTAH JAZZ,LOSS,0,-4,46,2172,3,CLEVELAND CAVALIERS,0,mitchdo01
16422,True,5,23,4,8,0,2023-01-12,4,17.1,AWAY,11,2,2,1,PORTLAND TRAIL BLAZERS,WIN,2,10,26,2138,2,CLEVELAND CAVALIERS,3,mitchdo01
16423,True,6,16,4,9,0,2023-01-14,2,7.1,AWAY,5,2,2,1,MINNESOTA TIMBERWOLVES,LOSS,1,-5,14,2206,0,CLEVELAND CAVALIERS,2,mitchdo01
16424,True,0,9,3,6,1,2023-01-16,1,2.5,HOME,3,3,2,0,NEW ORLEANS PELICANS,WIN,1,2,11,1309,0,CLEVELAND CAVALIERS,4,mitchdo01
16425,True,8,24,0,14,1,2023-01-24,6,22.7,AWAY,9,0,6,2,NEW YORK KNICKS,LOSS,4,12,24,2297,4,CLEVELAND CAVALIERS,0,mitchdo01
16426,True,3,9,0,3,0,2023-01-29,0,9.0,HOME,5,0,1,0,LOS ANGELES CLIPPERS,WIN,2,36,11,1226,1,CLEVELAND CAVALIERS,0,mitchdo01
16427,True,9,17,2,13,0,2023-01-31,2,14.5,HOME,6,1,3,1,MIAMI HEAT,LOSS,3,2,16,2230,4,CLEVELAND CAVALIERS,2,mitchdo01
16428,True,3,11,0,4,1,2023-02-02,4,3.7,HOME,2,0,2,0,MEMPHIS GRIZZLIES,WIN,1,-3,6,1323,1,CLEVELAND CAVALIERS,0,mitchdo01
16429,True,6,18,5,10,0,2023-02-05,3,10.5,AWAY,6,5,2,0,INDIANA PACERS,WIN,1,14,19,2091,1,CLEVELAND CAVALIERS,4,mitchdo01
16430,True,5,16,2,9,0,2023-02-06,6,15.9,AWAY,8,2,3,0,WASHINGTON WIZARDS,WIN,1,25,21,1686,1,CLEVELAND CAVALIERS,3,mitchdo01
16431,True,3,21,3,9,0,2023-02-10,5,21.7,AWAY,12,3,3,0,NEW ORLEANS PELICANS,WIN,0,16,30,1987,1,CLEVELAND CAVALIERS,3,mitchdo01
16432,True,6,18,6,7,2,2023-02-11,7,28.8,HOME,10,6,3,3,CHICAGO BULLS,WIN,1,9,29,2333,1,CLEVELAND CAVALIERS,2,mitchdo01
16433,True,5,26,4,13,1,2023-02-13,3,32.8,HOME,16,3,6,1,SAN ANTONIO SPURS,WIN,2,17,41,2210,1,CLEVELAND CAVALIERS,2,mitchdo01
16434,True,5,24,8,11,1,2023-02-15,2,26.7,AWAY,11,7,4,3,PHILADELPHIA 76ERS,LOSS,1,-1,33,2511,2,CLEVELAND CAVALIERS,2,mitchdo01
16435,True,3,22,2,7,0,2023-02-23,2,14.4,HOME,9,2,2,1,DENVER NUGGETS,LOSS,3,-1,22,2123,4,CLEVELAND CAVALIERS,2,mitchdo01
16436,True,3,17,5,10,0,2023-02-24,1,10.3,AWAY,6,5,2,0,ATLANTA HAWKS,LOSS,4,-15,19,1918,1,CLEVELAND CAVALIERS,1,mitchdo01
16437,True,4,21,1,12,1,2023-02-26,5,29.6,HOME,13,1,8,1,TORONTO RAPTORS,WIN,4,12,35,1868,3,CLEVELAND CAVALIERS,3,mitchdo01
16438,True,5,32,7,12,0,2023-03-01,3,29.5,AWAY,17,6,4,1,BOSTON CELTICS,LOSS,4,-5,44,2614,0,CLEVELAND CAVALIERS,2,mitchdo01
16439,True,4,17,3,6,1,2023-03-04,3,16.3,HOME,8,2,2,0,DETROIT PISTONS,WIN,0,22,20,1467,2,CLEVELAND CAVALIERS,1,mitchdo01
16440,True,4,34,8,11,1,2023-03-06,7,26.4,HOME,14,8,4,4,BOSTON CELTICS,WIN,2,3,40,2831,0,CLEVELAND CAVALIERS,3,mitchdo01
16441,True,4,18,3,7,0,2023-03-08,4,10.0,AWAY,7,3,1,0,MIAMI HEAT,WIN,3,8,18,2018,2,CLEVELAND CAVALIERS,3,mitchdo01
16442,True,4,30,6,15,0,2023-03-10,3,25.3,AWAY,15,4,8,0,MIAMI HEAT,LOSS,4,1,42,2553,1,CLEVELAND CAVALIERS,4,mitchdo01
16443,True,3,19,3,6,0,2023-03-12,2,15.1,AWAY,10,3,0,1,CHARLOTTE HORNETS,WIN,5,-13,23,1988,2,CLEVELAND CAVALIERS,2,mitchdo01
16444,True,3,19,3,7,0,2023-03-15,5,16.8,HOME,9,2,1,1,PHILADELPHIA 76ERS,LOSS,1,-13,21,2385,3,CLEVELAND CAVALIERS,1,mitchdo01
16445,True,1,17,6,6,0,2023-03-17,4,12.4,HOME,7,6,0,2,WASHINGTON WIZARDS,WIN,2,8,20,1561,1,CLEVELAND CAVALIERS,2,mitchdo01
16446,True,3,22,8,9,0,2023-03-21,5,19.0,AWAY,10,6,5,0,BROOKLYN NETS,WIN,1,20,31,2218,0,CLEVELAND CAVALIERS,3,mitchdo01
16447,True,1,24,9,9,1,2023-03-23,4,19.2,AWAY,11,6,3,2,BROOKLYN NETS,WIN,3,0,31,2009,0,CLEVELAND CAVALIERS,1,mitchdo01
16448,True,1,16,2,9,1,2023-03-26,3,16.9,HOME,8,2,4,2,HOUSTON ROCKETS,WIN,2,24,22,2163,1,CLEVELAND CAVALIERS,1,mitchdo01
16449,True,5,33,9,12,0,2023-03-28,4,31.1,AWAY,15,9,5,1,ATLANTA HAWKS,LOSS,3,4,44,2401,2,CLEVELAND CAVALIERS,2,mitchdo01
16450,True,5,23,5,9,1,2023-03-31,4,31.3,HOME,16,4,6,0,NEW YORK KNICKS,LOSS,5,-8,42,2391,0,CLEVELAND CAVALIERS,4,mitchdo01
16451,True,1,25,12,9,0,2023-04-02,6,25.8,HOME,14,9,3,0,INDIANA PACERS,WIN,4,16,40,2385,3,CLEVELAND CAVALIERS,5,mitchdo01
16452,True,4,23,9,9,1,2023-04-04,5,33.7,AWAY,15,8,5,0,ORLANDO MAGIC,WIN,2,10,43,2458,0,CLEVELAND CAVALIERS,3,mitchdo01
16453,True,1,9,4,3,1,2022-10-19,6,10.1,AWAY,5,3,1,0,TORONTO RAPTORS,LOSS,1,-14,14,2135,1,CLEVELAND CAVALIERS,3,mobleev01
16454,True,1,9,2,0,1,2022-10-22,2,12.8,AWAY,7,2,0,1,CHICAGO BULLS,WIN,1,7,16,1486,1,CLEVELAND CAVALIERS,3,mobleev01
16455,True,2,7,6,0,1,2022-10-23,5,9.7,HOME,2,6,0,2,WASHINGTON WIZARDS,WIN,3,-3,10,2195,2,CLEVELAND CAVALIERS,2,mobleev01
16456,True,3,15,4,0,1,2022-10-26,3,12.4,HOME,9,2,0,0,ORLANDO MAGIC,WIN,4,3,20,2066,1,CLEVELAND CAVALIERS,3,mobleev01
16457,True,3,12,6,3,2,2022-10-28,7,17.7,AWAY,7,4,1,3,BOSTON CELTICS,WIN,4,2,19,2519,1,CLEVELAND CAVALIERS,2,mobleev01
16458,True,3,13,4,2,1,2022-10-30,5,12.0,HOME,6,4,0,2,NEW YORK KNICKS,WIN,5,18,16,2055,1,CLEVELAND CAVALIERS,2,mobleev01
16459,True,2,8,2,1,0,2022-11-02,5,11.9,HOME,7,1,0,2,BOSTON CELTICS,WIN,3,15,15,1920,0,CLEVELAND CAVALIERS,3,mobleev01
16460,True,2,14,2,1,8,2022-11-04,6,12.0,AWAY,5,1,0,2,DETROIT PISTONS,WIN,0,0,11,1812,0,CLEVELAND CAVALIERS,1,mobleev01
16461,True,3,7,2,1,1,2022-11-06,5,6.0,AWAY,2,1,0,2,LOS ANGELES LAKERS,WIN,3,1,5,1827,2,CLEVELAND CAVALIERS,1,mobleev01
16462,True,1,18,2,0,0,2022-11-07,5,17.1,AWAY,12,2,0,3,LOS ANGELES CLIPPERS,LOSS,6,-20,26,2021,0,CLEVELAND CAVALIERS,3,mobleev01
16463,True,0,10,3,0,0,2022-11-09,5,11.4,AWAY,7,2,0,1,SACRAMENTO KINGS,LOSS,3,-1,16,2145,1,CLEVELAND CAVALIERS,2,mobleev01
16464,True,4,15,5,0,2,2022-11-11,5,19.4,AWAY,8,4,0,8,GOLDEN STATE WARRIORS,LOSS,3,1,20,2325,0,CLEVELAND CAVALIERS,3,mobleev01
16465,True,3,4,6,0,0,2022-11-13,8,5.4,HOME,1,2,0,5,MINNESOTA TIMBERWOLVES,LOSS,4,-14,4,1932,2,CLEVELAND CAVALIERS,3,mobleev01
16466,True,2,14,4,0,2,2022-11-16,4,18.9,AWAY,9,2,0,3,MILWAUKEE BUCKS,LOSS,3,-13,20,1869,1,CLEVELAND CAVALIERS,0,mobleev01
16467,True,5,14,4,1,2,2022-11-18,13,25.1,HOME,9,3,0,5,CHARLOTTE HORNETS,WIN,4,15,21,2726,1,CLEVELAND CAVALIERS,1,mobleev01
16468,True,5,12,2,0,0,2022-11-20,6,14.3,HOME,7,1,0,4,MIAMI HEAT,WIN,2,15,15,1800,1,CLEVELAND CAVALIERS,3,mobleev01
16469,True,3,6,2,0,1,2022-11-21,7,9.9,HOME,4,2,0,2,ATLANTA HAWKS,WIN,2,5,10,2133,1,CLEVELAND CAVALIERS,4,mobleev01
16470,True,3,10,4,0,3,2022-11-23,8,10.4,HOME,4,2,0,4,PORTLAND TRAIL BLAZERS,WIN,2,0,10,2106,0,CLEVELAND CAVALIERS,2,mobleev01
16471,True,0,12,4,1,0,2022-11-25,7,4.2,AWAY,2,4,0,1,MILWAUKEE BUCKS,LOSS,0,-16,8,1745,3,CLEVELAND CAVALIERS,2,mobleev01
16472,True,1,12,5,2,1,2022-11-27,7,17.1,AWAY,8,2,2,6,DETROIT PISTONS,WIN,3,4,20,2378,0,CLEVELAND CAVALIERS,3,mobleev01
16473,True,1,14,6,4,2,2022-11-28,12,17.6,AWAY,7,4,0,3,TORONTO RAPTORS,LOSS,1,-8,18,1950,1,CLEVELAND CAVALIERS,1,mobleev01
16474,True,3,10,0,1,1,2022-11-30,8,14.8,HOME,8,0,0,0,PHILADELPHIA 76ERS,WIN,4,23,16,1427,0,CLEVELAND CAVALIERS,1,mobleev01
16475,True,4,10,0,1,2,2022-12-02,9,23.1,HOME,9,0,1,4,ORLANDO MAGIC,WIN,3,15,19,2301,1,CLEVELAND CAVALIERS,2,mobleev01
16476,True,3,9,5,1,4,2022-12-04,5,14.0,AWAY,4,3,0,5,NEW YORK KNICKS,LOSS,1,1,11,2340,0,CLEVELAND CAVALIERS,1,mobleev01
16477,True,2,6,2,1,1,2022-12-06,9,9.5,HOME,3,1,0,3,LOS ANGELES LAKERS,WIN,5,14,7,1786,1,CLEVELAND CAVALIERS,0,mobleev01
16478,True,4,13,9,3,0,2022-12-09,5,10.6,HOME,5,7,0,2,SACRAMENTO KINGS,LOSS,3,-4,17,2436,1,CLEVELAND CAVALIERS,4,mobleev01
16479,True,3,14,5,3,0,2022-12-10,9,16.9,HOME,8,3,2,3,OKLAHOMA CITY THUNDER,WIN,4,9,21,2210,0,CLEVELAND CAVALIERS,2,mobleev01
16480,True,4,12,4,0,1,2022-12-12,9,16.2,AWAY,7,3,0,4,SAN ANTONIO SPURS,LOSS,2,2,17,2267,0,CLEVELAND CAVALIERS,3,mobleev01
16481,True,6,9,4,1,1,2022-12-14,5,14.5,AWAY,5,4,0,2,DALLAS MAVERICKS,WIN,5,11,14,2100,0,CLEVELAND CAVALIERS,1,mobleev01
16482,True,2,10,4,2,2,2022-12-16,9,14.7,HOME,6,3,1,0,INDIANA PACERS,WIN,2,10,16,1866,0,CLEVELAND CAVALIERS,1,mobleev01
16483,True,4,10,5,1,0,2022-12-17,5,17.2,HOME,6,4,1,3,DALLAS MAVERICKS,WIN,3,3,17,2182,0,CLEVELAND CAVALIERS,0,mobleev01
16484,True,3,6,6,1,0,2022-12-19,8,11.3,HOME,4,4,0,0,UTAH JAZZ,WIN,2,18,12,1839,0,CLEVELAND CAVALIERS,1,mobleev01
16485,True,1,7,2,3,1,2022-12-21,3,2.2,HOME,3,1,0,0,MILWAUKEE BUCKS,WIN,5,-6,7,1381,1,CLEVELAND CAVALIERS,2,mobleev01
16486,True,3,7,0,0,1,2022-12-23,7,10.7,HOME,5,0,0,1,TORONTO RAPTORS,LOSS,0,-13,10,1937,0,CLEVELAND CAVALIERS,2,mobleev01
16487,True,2,11,2,3,1,2022-12-26,6,7.0,HOME,5,2,0,0,BROOKLYN NETS,LOSS,3,-6,12,2339,1,CLEVELAND CAVALIERS,3,mobleev01
16488,True,7,10,3,1,1,2022-12-29,2,15.9,AWAY,5,3,0,5,INDIANA PACERS,LOSS,2,-18,13,1916,2,CLEVELAND CAVALIERS,3,mobleev01
16489,True,1,9,2,0,0,2023-01-04,7,1.6,HOME,2,2,0,1,PHOENIX SUNS,WIN,1,-8,6,1906,2,CLEVELAND CAVALIERS,4,mobleev01
16490,True,4,13,6,2,3,2023-01-06,7,9.7,AWAY,6,0,0,2,DENVER NUGGETS,LOSS,4,-3,12,2042,1,CLEVELAND CAVALIERS,1,mobleev01
16491,True,6,10,0,0,1,2023-01-08,8,14.1,AWAY,7,0,0,0,PHOENIX SUNS,WIN,0,13,14,2066,0,CLEVELAND CAVALIERS,3,mobleev01
16492,True,1,8,4,0,4,2023-01-10,6,12.2,AWAY,5,2,0,1,UTAH JAZZ,LOSS,6,-8,12,2223,1,CLEVELAND CAVALIERS,0,mobleev01
16493,True,3,12,6,1,1,2023-01-12,3,17.2,AWAY,6,5,0,5,PORTLAND TRAIL BLAZERS,WIN,4,6,17,1497,1,CLEVELAND CAVALIERS,0,mobleev01
